id,problem_id,function_name,starter_code,language
37,10,solution,"#include <iostream>

using namespace std;

int main(void) {
    string msg = ;
    int val1 = ;
    string val2 = ;
    
    cout << msg << endl;
    cout << val1 + 10 << endl;
    cout << val2 + ""10"" << endl;
    
    return 0;
}",cpp
38,10,solution,"string_msg = 
int_val = 
string_val = 

print(string_msg)
print(int_val + 10)
print(string_val + ""10"")",python
39,10,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        String msg = ;
        int val1 = ;
        String val2 = ;
    
        System.out.println(msg);
        System.out.println(val1 + 10);
        System.out.println(val2 + ""10"");
    }
}",java
40,11,solution,"#include &lt;iostream&gt;

using namespace std;

int main(void) {
    int a;
    int c;
    cin &gt;&gt; a &gt;&gt; c;
    
    int b_square = c - a;
    cout &lt;&lt; b_square &lt;&lt; endl;
    return 0;
}",c
41,11,solution,"#include <iostream>

using namespace std;

int main(void) {
    int a;
    int c;
    cin >> a >> c;
    
    int b_square = c - a;
    cout << b_square << endl;
    return 0;
}",cpp
42,11,solution,"a = int(input())
c = int(input())

b_square = c - a
print(b_square)",python
43,11,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int a = sc.nextInt();
        int c = sc.nextInt();

        int b_square = c - a;

        System.out.println(b_square);
    }
}",java
44,12,solution,"#include <iostream>

using namespace std;

int main(void) {
    int year, answer;
    string age_type;
    cin >> year >> age_type;

    if (age_type == ) {
        answer = ;
    }
    else if (age_type == ""Year"") {
        ;
    }

    cout << answer << endl;
    return 0;
}",cpp
45,12,solution,"year = int(input())
age_type = input()

if age_type == :
    answer = 
elif age_type == ""Year"":
    
    
print(answer)",python
46,12,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int year = sc.nextInt();
        String age_type = sc.next();
        int answer = 0;

        if (age_type.equals()) {
            answer = ;
        }
        else if (age_type.equals(""Year"")) {
            ;
        }

        System.out.println(answer);
    }
}
",java
47,13,solution,"#include <iostream>

using namespace std;

int main(void) {
    int start;
    int before;
    int after;
    cin >> start >> before >> after;

    int money = start;
    int month = 1;

    while (money < 70) {
        money += ;
        month++;
    }
    while ( < 100) {
        ;
        month++;
    }
    cout << month << endl;
    return 0;
}",cpp
48,13,solution,"start = int(input())
before = int(input())
after = int(input())

money = start
month = 1
while money < 70:
    money += 
    month += 1
while  < 100:
    
    month += 1

print(month)
",python
49,13,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int start = sc.nextInt();
        int before = sc.nextInt();
        int after = sc.nextInt();

        int money = start;
        int month = 1;
        while (money < 70) {
            money += ;
            month++;
        }
        while ( < 100) {
            ;
            month++;
        }

        System.out.println(month);
    }
}
",java
50,14,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(string route) {
    int east = 0;
    int north = 0;
    vector<int> answer(2);
    for(int i=0; i<route.length(); i++){
        switch(route[i]){
            case 'N':
                north++;
                break;
            case 'S':
                ;
                break;
            case 'E':
                ;
                break;
            case 'W':
                ;
                ;
        }
    }
    answer[0] = east;
    answer[1] = north;
    return answer;
}",cpp
51,14,solution,"def solution(route):
    east = 0
    north = 0
    for i in route:
        if i == ""N"":
            north += 1
        elif i == ""S"" :
            
        elif i == ""E"" :
            
        elif i ==  :
            
    return [east, north]",python
52,14,solution,"class Solution {
    public int[] solution(String route) {
        int east = 0;
        int north = 0;
        int[] answer = new int [2];
        for(int i=0; i<route.length(); i++){
            switch(route.charAt(i)){
                case 'N':
                    north++;
                    break;
                case 'S':
                    ;
                    break;
                case 'E':
                    ;
                    break;
                case 'W':
                    ;
                    ;
            }
        }
        answer[0] = east;
        answer[1] = north;
        return answer;
    }
}",java
53,15,solution,"#include &lt;string&gt;
#include &lt;vector&gt;

using namespace std;

vector&lt;string&gt; solution(vector&lt;int&gt; numbers, vector&lt;int&gt; our_score, vector&lt;int&gt; score_list) {
    int num_student = numbers.size();
    vector&lt;string&gt; answer(num_student);
    
    for (int i = 0; i &lt; num_student; i++) {
        if (our_score[i] == score_list[i]) {
            answer[i] = ""Same"";
        }
        else {
            answer[i] = ""Different"";
        }
    }
    
    return answer;
}",c
54,15,solution,"#include <string>
#include <vector>

using namespace std;

vector<string> solution(vector<int> numbers, vector<int> our_score, vector<int> score_list) {
    int num_student = numbers.size();
    vector<string> answer(num_student);
    
    for (int i = 0; i < num_student; i++) {
        if (our_score[i] == score_list[i]) {
            answer[i] = ""Same"";
        }
        else {
            answer[i] = ""Different"";
        }
    }
    
    return answer;
}",cpp
55,15,solution,"def solution(numbers, our_score, score_list):
    answer = []
    for i in range(len(numbers)):
        if numbers[our_score[i]] == score_list[i]:
            answer.append(""Same"")
        else:
            answer.append(""Different"")
    
    return answer",python
56,15,solution,"class Solution {
    public String[] solution(int[] numbers, int[] our_score, int[] score_list) {
        int num_student = numbers.length;
        String[] answer = new String[num_student];

        for (int i = 0; i < num_student; i++) {
            if (our_score[i] == score_list[i]) {
                answer[i] = ""Same"";
            }
            else {
                answer[i] = ""Different"";
            }
        }

        return answer;
    }
}
",java
57,16,solution,"#include <string>
#include <vector>

using namespace std;

int func1(int humidity, int val_set){
    if(humidity < val_set)
        return ;
    return 1;
}

int func2(int humidity){
    if(humidity >= 50)
        return 0;
    else if (humidity >= 40)
        return 1;
    else if (humidity >= 30)
        return 2;
    else if (humidity >= 20)
        return 3;
    else if (humidity >= 10)
        return 4;
    
        ;
}

int func3(int humidity, int val_set){
    if(humidity < val_set)
        return 1;
    return ;
}

int solution(string mode_type, int humidity, int val_set) {
    int answer = 0;
    if(mode_type == ""auto""){
        answer = func;
    }
    else if(mode_type == ""target""){
        answer = func;
    }
    else if(mode_type == ""minimum""){
        answer = func;
    }
    return answer;
}",cpp
58,16,solution,"def func1(humidity, val_set):
    if humidity < val_set:
        return 
    return 1

def func2(humidity):
    if humidity >= 50:
        return 0
    elif humidity >= 40:
        return 1
    elif humidity >= 30:
        return 2
    elif humidity >= 20:
        return 3
    elif humidity >= 10:
        return 4
    
        
    
def func3(humidity, val_set):
    if humidity < val_set:
        return 1
    return 

def solution(mode_type, humidity, val_set):
    answer = 0
    if mode_type == ""auto"":
        answer = func
    elif mode_type == ""target"":
        answer = func
    elif mode_type == ""minimum"":
        answer = func
    return answer",python
59,16,solution,"class Solution {
    public int func1(int humidity, int val_set){
        if(humidity < val_set)
            return ;
        return 1;
    }
    
    public int func2(int humidity){
        if(humidity >= 50)
            return 0;
        else if (humidity >= 40)
            return 1;
        else if (humidity >= 30)
            return 2;
        else if (humidity >= 20)
            return 3;
        else if (humidity >= 10)
            return 4;
        
            ;
    }
    
    public int func3(int humidity, int val_set){
        if(humidity < val_set)
            return 1;
        return ;
    }
    
    public int solution(String mode_type, int humidity, int val_set) {
        int answer = 0;
        
        if(mode_type.equals(""auto"")){
            answer = func;
        }
        else if(mode_type.equals(""target"")){
            answer = func;
        }
        else if(mode_type.equals(""minimum"")){
            answer = func;
        }
        
        return answer;
    }
}",java
60,17,solution,"#include &lt;string&gt;
#include &lt;vector&gt;

using namespace std;

string solution(vector&lt;string&gt; storage, vector&lt;int&gt; num) {
    int num_item = 0;
    vector&lt;string&gt; clean_storage(storage.size());
    vector&lt;int&gt; clean_num(num.size());
    
    for(int i=0; i&lt;storage.size(); i++){
        int clean_idx = -1;
        for(int j=0; j&lt;num_item; j++){
            if(storage[i] == clean_storage[j]){
                clean_idx = j;
                break;
            }
        }
        if(clean_idx == -1){
            clean_storage[num_item] = to_string(num[i]);
            clean_num[num_item] = num[i];
            num_item += 1;
        }
        else{
            clean_num[clean_idx] += num[i];
        }
    }
    
    // 아래 코드에는 틀린 부분이 없습니다.
    
    int num_max = -1;
    string answer = """";
    for(int i=0; i&lt;num_item; i++){
        if(clean_num[i] &gt; num_max){
            num_max = clean_num[i];
            answer = clean_storage[i];
        }
    }
    return answer;
}",c
61,17,solution,"#include <string>
#include <vector>

using namespace std;

string solution(vector<string> storage, vector<int> num) {
    int num_item = 0;
    vector<string> clean_storage(storage.size());
    vector<int> clean_num(num.size());
    
    for(int i=0; i<storage.size(); i++){
        int clean_idx = -1;
        for(int j=0; j<num_item; j++){
            if(storage[i] == clean_storage[j]){
                clean_idx = j;
                break;
            }
        }
        if(clean_idx == -1){
            clean_storage[num_item] = to_string(num[i]);
            clean_num[num_item] = num[i];
            num_item += 1;
        }
        else{
            clean_num[clean_idx] += num[i];
        }
    }
    
    // 아래 코드에는 틀린 부분이 없습니다.
    
    int num_max = -1;
    string answer = """";
    for(int i=0; i<num_item; i++){
        if(clean_num[i] > num_max){
            num_max = clean_num[i];
            answer = clean_storage[i];
        }
    }
    return answer;
}",cpp
62,17,solution,"def solution(storage, num):
    clean_storage = []
    clean_num = []
    for i in range(len(storage)):
        if storage[i] in clean_storage:
            pos = clean_storage.index(storage[i])
            clean_num[pos] += num[i]
        else:
            clean_storage.append(num[i])
            clean_num.append(num[i])
            
    # 아래 코드에는 틀린 부분이 없습니다.
            
    max_num = max(clean_num)
    answer = clean_storage[clean_num.index(max_num)]
    return answer",python
63,17,solution,"class Solution {
    public String solution(String[] storage, int[] num) {
        int num_item = 0;
        String[] clean_storage = new String[storage.length];
        int[] clean_num = new int[num.length];
        
        for(int i=0; i<storage.length; i++){
            int clean_idx = -1;
            for(int j=0; j<num_item; j++){
                if(storage[i].equals(clean_storage[j])){
                    clean_idx = j;
                    break;
                }
            }
            if(clean_idx == -1){
                clean_storage[num_item] = Integer.toString(num[i]);
                clean_num[num_item] = num[i];
                num_item += 1;
            }
            else{
                clean_num[clean_idx] += num[i];
            }
        }
        
        // 아래 코드에는 틀린 부분이 없습니다.
        
        int num_max = -1;
        String answer = """";
        for(int i=0; i<num_item; i++){
            if(clean_num[i] > num_max){
                num_max = clean_num[i];
                answer = clean_storage[i];
            }
        }
        return answer;
    }
}",java
64,18,solution,"#include &lt;string&gt;
#include &lt;vector&gt;

using namespace std;

int solution(vector&lt;vector&lt;string&gt;&gt; board, int h, int w) {
    int answer = 0;
    return answer;
}",c
65,18,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<vector<string>> board, int h, int w) {
    int answer = 0;
    return answer;
}",cpp
66,18,solution,"def solution(board, h, w):
    answer = 0
    return answer",python
67,18,solution,"class Solution {
    public int solution(String[][] board, int h, int w) {
        int answer = 0;
        return answer;
    }
}",java
68,19,solution,"#include &lt;string&gt;
#include &lt;vector&gt;

using namespace std;

vector&lt;vector&lt;int&gt;&gt; solution(vector&lt;vector&lt;int&gt;&gt; data, string ext, int val_ext, string sort_by) {
    vector&lt;vector&lt;int&gt;&gt; answer;
    return answer;
}",c
69,19,solution,"#include <string>
#include <vector>

using namespace std;

vector<vector<int>> solution(vector<vector<int>> data, string ext, int val_ext, string sort_by) {
    vector<vector<int>> answer;
    return answer;
}",cpp
70,19,solution,"def solution(data, ext, val_ext, sort_by):
    answer = [[]]
    return answer",python
71,19,solution,"class Solution {
    public int[][] solution(int[][] data, String ext, int val_ext, String sort_by) {
        int[][] answer = {};
        return answer;
    }
}",java
72,20,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// tests_rows는 2차원 배열 tests의 행 길이, tests_cols는 2차원 배열 tests의 열 길이입니다.
long long solution(int n, int m, int** tests, size_t tests_rows, size_t tests_cols) {
    long long answer = 0;
    return answer;
}",c
73,20,solution,"#include <string>
#include <vector>

using namespace std;

long long solution(int n, int m, vector<vector<int>> tests) {
    long long answer = 0;
    return answer;
}",cpp
74,20,solution,"def solution(n, m, tests):
    answer = 0
    return answer",python
75,20,solution,"class Solution {
    public long solution(int n, int m, int[][] tests) {
        long answer = 0;
        return answer;
    }
}",java
76,21,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// roads_rows는 2차원 배열 roads의 행 길이, roads_cols는 2차원 배열 roads의 열 길이입니다.
int solution(int n, int** roads, size_t roads_rows, size_t roads_cols) {
    int answer = 0;
    return answer;
}",c
77,21,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int n, vector<vector<int>> roads) {
    int answer = 0;
    return answer;
}",cpp
78,21,solution,"def solution(n, roads):
    answer = 0
    return answer",python
79,21,solution,"class Solution {
    public int solution(int n, int[][] roads) {
        int answer = 0;
        return answer;
    }
}",java
80,22,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// roads_rows는 2차원 배열 roads의 행 길이, roads_cols는 2차원 배열 roads의 열 길이입니다.
int* solution(int n, int** roads, size_t roads_rows, size_t roads_cols) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    int* answer = (int*)malloc(1);
    return answer;
}",c
81,22,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(int n, vector<vector<int>> roads) {
    vector<int> answer;
    return answer;
}",cpp
82,22,solution,"def solution(n, roads):
    answer = []
    return answer",python
83,22,solution,"class Solution {
    public int[] solution(int n, int[][] roads) {
        int[] answer = {};
        return answer;
    }
}",java
84,23,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// heights_len은 배열 heights의 길이입니다.
int solution(int heights[], size_t heights_len) {
    int answer = 0;
    return answer;
}",c
85,23,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<int> heights) {
    int answer = 0;
    return answer;
}",cpp
86,23,solution,"def solution(heights):
    answer = 0
    return answer",python
87,23,solution,"class Solution {
    public int solution(int[] heights) {
        int answer = 0;
        return answer;
    }
}",java
88,24,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// queries_rows는 2차원 배열 queries의 행 길이, queries_cols는 2차원 배열 queries의 열 길이입니다.
char** solution(int n, int** queries, size_t queries_rows, size_t queries_cols) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char** answer = (char**)malloc(1);
    return answer;
}",c
89,24,solution,"#include <string>
#include <vector>

using namespace std;

vector<string> solution(int n, vector<vector<int>> queries) {
    vector<string> answer;
    return answer;
}",cpp
90,24,solution,"def solution(n, queries):
    answer = []
    return answer",python
91,24,solution,"class Solution {
    public String[] solution(int n, int[][] queries) {
        String[] answer = {};
        return answer;
    }
}",java
92,25,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// grid_rows는 2차원 배열 grid의 행 길이, grid_cols는 2차원 배열 grid의 열 길이입니다.
// d_len은 배열 d의 길이입니다.
int solution(int** grid, size_t grid_rows, size_t grid_cols, int d[], size_t d_len, int k) {
    int answer = 0;
    return answer;
}",c
93,25,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<vector<int>> grid, vector<int> d, int k) {
    int answer = 0;
    return answer;
}",cpp
94,25,solution,"def solution(grid, d, k):
    answer = 0
    return answer",python
95,25,solution,"class Solution {
    public int solution(int[][] grid, int[] d, int k) {
        int answer = 0;
        return answer;
    }
}",java
96,26,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// onboard_len은 배열 onboard의 길이입니다.
int solution(int temperature, int t1, int t2, int a, int b, int onboard[], size_t onboard_len) {
    int answer = 0;
    return answer;
}",c
97,26,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int temperature, int t1, int t2, int a, int b, vector<int> onboard) {
    int answer = 0;
    return answer;
}",cpp
98,26,solution,"def solution(temperature, t1, t2, a, b, onboard):
    answer = 0
    return answer",python
99,26,solution,"class Solution {
    public int solution(int temperature, int t1, int t2, int a, int b, int[] onboard) {
        int answer = 0;
        return answer;
    }
}",java
100,27,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// reqs_rows는 2차원 배열 reqs의 행 길이, reqs_cols는 2차원 배열 reqs의 열 길이입니다.
int solution(int k, int n, int** reqs, size_t reqs_rows, size_t reqs_cols) {
    int answer = 0;
    return answer;
}",c
101,27,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int k, int n, vector<vector<int>> reqs) {
    int answer = 0;
    return answer;
}",cpp
102,27,solution,"def solution(k, n, reqs):
    answer = 0
    return answer",python
103,27,solution,"class Solution {
    public int solution(int k, int n, int[][] reqs) {
        int answer = 0;
        return answer;
    }
}",java
104,28,solution,"#include <stdio.h>
#define LEN_INPUT 1000001

int main(void) {
    char s1[LEN_INPUT];
    scanf(""%s"", s1);

    return 0;
}
",c
105,28,solution,"#include <iostream>
#include <string>

using namespace std;

int main(void) {
    string str;
    cin >> str;
    return 0;
}",cpp
106,28,solution,"str = input()
",python
107,28,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String a = sc.next();
    }
}",java
108,29,solution,"#include <stdio.h>

int main(void) {
    int a;
    int b;
    scanf(""%d %d"", &a, &b);
    printf(""%d"", a + b);
    return 0;
}",c
109,29,solution,"#include <iostream>

using namespace std;

int main(void) {
    int a;
    int b;
    cin >> a >> b;
    cout << a + b << endl;
    return 0;
}",cpp
110,29,solution,"a, b = map(int, input().strip().split(' '))
print(a + b)",python
111,29,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int a = sc.nextInt();
        int b = sc.nextInt();

        System.out.println(a + b);
    }
}",java
112,30,solution,"#include <stdio.h>
#define LEN_INPUT 11

int main(void) {
    char s1[LEN_INPUT];
    int a;
    scanf(""%s %d"", s1, &a);
    return 0;
}",c
113,30,solution,"#include <iostream>
#include <string>

using namespace std;

int main(void) {
    string str;
    int n;
    cin >> str >> n;
    return 0;
}",cpp
114,30,solution,"str, n = input().strip().split(' ')
n = int(n)
",python
115,30,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String str = sc.next();
        int n = sc.nextInt();
    }
}",java
116,31,solution,"#include <stdio.h>
#define LEN_INPUT 10

int main(void) {
    char s1[LEN_INPUT];
    scanf(""%s"", s1);

    return 0;
}
",c
117,31,solution,"#include <iostream>
#include <string>

using namespace std;

int main(void) {
    string str;
    cin >> str;
    return 0;
}",cpp
118,31,solution,"str = input()
",python
119,31,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String a = sc.next();
    }
}",java
120,32,solution,"#include <stdio.h>

int main(void) {
    return 0;
}",c
121,32,solution,"#include <iostream>

using namespace std;

int main(void) {
    return 0;
}",cpp
122,32,solution,print('hello world!'),python
123,32,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        
    }
}",java
124,33,solution,"#include <stdio.h>

int main(void) {
    int a;
    int b;
    scanf(""%d %d"", &a, &b);
    printf(""%d"", a + b);
    return 0;
}",c
125,33,solution,"#include <iostream>

using namespace std;

int main(void) {
    int a;
    int b;
    cin >> a >> b;
    cout << a + b << endl;
    return 0;
}",cpp
126,33,solution,"a, b = map(int, input().strip().split(' '))
print(a + b)",python
127,33,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int a = sc.nextInt();
        int b = sc.nextInt();

        System.out.println(a + b);
    }
}",java
128,34,solution,"#include <stdio.h>
#define LEN_INPUT1 11
#define LEN_INPUT2 11

int main(void) {
    char s1[LEN_INPUT1];
    char s2[LEN_INPUT2];
    scanf(""%s %s"", s1, s2);

    return 0;
}",c
129,34,solution,"#include <iostream>
#include <string>

using namespace std;

int main(void) {
    string str1, str2;
    cin >> str1 >> str2;
    return 0;
}",cpp
130,34,solution,"str1, str2 = input().strip().split(' ')
",python
131,34,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String a = sc.next();
        String b = sc.next();
    }
}",java
132,35,solution,"#include <stdio.h>
#define LEN_INPUT 11

int main(void) {
    char s1[LEN_INPUT];
    scanf(""%s"", s1);

    return 0;
}
",c
133,35,solution,"#include <iostream>
#include <string>

using namespace std;

int main(void) {
    string str;
    cin >> str;
    return 0;
}",cpp
134,35,solution,"str = input()
",python
135,35,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String a = sc.next();
    }
}",java
136,36,solution,"#include <stdio.h>

int main(void) {
    int a;
    scanf(""%d"", &a);

    return 0;
}",c
137,36,solution,"#include <iostream>

using namespace std;

int main(void) {
    int n;
    cin >> n;
    return 0;
}",cpp
138,36,solution,a = int(input()),python
139,36,solution,"import java.util.Scanner;

public class Solution {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
    }
}",java
140,37,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* my_string, const char* overwrite_string, int s) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
141,37,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string my_string, string overwrite_string, int s) {
    string answer = """";
    return answer;
}",cpp
142,37,solution,"def solution(my_string, overwrite_string, s):
    answer = ''
    return answer",python
143,37,solution,"class Solution {
    public String solution(String my_string, String overwrite_string, int s) {
        String answer = """";
        return answer;
    }
}",java
144,38,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* str1, const char* str2) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
145,38,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string str1, string str2) {
    string answer = """";
    return answer;
}",cpp
146,38,solution,"def solution(str1, str2):
    answer = ''
    return answer",python
147,38,solution,"class Solution {
    public String solution(String str1, String str2) {
        String answer = """";
        return answer;
    }
}",java
